ID	Kanton (Canton)	Anstalt (institution)	Ort (city)	Anstaltszweck (Quelle)	Anstaltstypen: Arbeitsanstalt = 1; Arbeiterkolonie = 2; Erziehungsanstalt = 3; Trinkerheilanstalt = 4; Strafanstalt = 5; Psychiatrische Einrichtung = 6; Armenhaus = 7; Sonderanstalt = 8	Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8	Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8	Spezifikation Inhaber (Quelle) (specifications of the agencies according to source)	Trägerschaft (agencies, funding bodies)	Platzzahl (Quelle) (capacities according to source)	Platz (capacities)	Plätze Männer (Quelle) (capacities for the male gender according to source)	Plätze Frauen (Quelle) (capacities for the female gender according to the source)	Bemerkungen Plätze (Quelle) (remarks concerning capacities according to source)	Geschlecht (gender ratio): m (male) = 1; w (female) = 2; gemischt (both gender) = 3; unbestimmt (not specified) = 4	Beschäftigung (types of forced labour)	Aufenthaltsbedingungen (Quelle) (terms of detention e.g. duration of stay/juridic coverage according to source)	Einweisende Behörden: 1 = Gerichte, 2 = Untersuchungsrichter, 3 = Staatsanwaltschaft, 4 = Jugendanwaltschaft, 5 = Regierungsrat, 6 = Administrativbehörde, 7 = Justizbehörde/Strafvollzugsbehörde, 8 = Polizeibehörde/Verhöramt, 9 = Armenbehörde/Fürsorgebehörde, 10 = Vormundschaftsbehörde, 11 = Bezirksämter/Statthalteramt, 12 = Amtsvormundschaft, 13 = Jugendämter, 14 = Private/Vereine/Kirchen- und Schulbehörden	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Konfession (denomination according to source)	Konfession (denomination): prot. (Protestants) = 1; kath. (Catholics) = 2; ik. (interdenominational) = 3; unbestimmt (not specified) = 4	Seelsorge (Quelle) (pastoral care according to source)	Gottesdienste (church services according to source)
VS10	Wallis	Prison de District St-Maurice	Saint-Maurice	Détention préventive pour hommes, peines d'arrêts pour hommes, emprisonnement pour hommes jusqu'à 5 jours	5				1	5	1	5			1	néant	Pas de limitation de durée, selon ordre à exécuter	1	2	8				Juge d'instruction	Police cantonale	Président du Tribunal								interkonfessionell	3	Prot.: néant, kath.: néant	Prot.: néant, kath.: néant
ZG01	Zug	Strafanstalt Zug	Zug	a) Untersuchungsgefängnis; b) Vollzug von Haftstrafen; c) Vollzug von Gefängnisstrafen	5				1	40	2			Männer und Frauen	3			7	8					Verhöramt	Polizeirichteramt	Strafvollzugsbehörde								interkonfessionell	3	Kapuzinerkloster Zug und reformierter Ortspfarrer, beide im Nebenamt	Im Hause, Besuch freiwillig, Katholiken: jeden Sonntag, Reformierte: keine
ZG02	Zug	Nervenheilanstalt St. Franziskusheim	Oberwil	Heil- und Pflegeanstalt für Nervenkranke. Vom Kanton mitbenützte Anstalt für die Internierung von Unzurechnungsfähigen nach Art. 14/15 StGB.	6			Inhaber: Kongregation der barmherzigen Brüder von Trier	2	200	6	200		einige Plätze für Hospitalisierung nach Art. 14/15 StGB zur Verfügung	1	Arbeitstherapie, Landwirtschaft	Nach Verfügung	6	7	10				Strafvollzugsbehörden der Konkordatskantone	Vormundschaftsbehörden	Administrativbehörden								interkonfessionell	3	Prot.: Ortspfarrer, kath.: Anstaltspfarrer	Prot.: Besuch des Gemeindegottesdienstes im Ort, kath.: täglich im Haus
ZH01	Zürich	Kantonale Arbeitserziehungsanstalt Uitikon	Uitikon am Albis	Strafrechtliche Arbeitserziehung für männliche Jugendliche, Entsprechende administrative Einweisungen	1	3			1	80	3	80		männliche Jugendliche/Männer	1	Landwirtschaft und Gärtnerei, Schreinerei, Schlosserei, Küche und Haus, Berufslehren, Anlehren	Nach Vollzugsverfügung, Mindestens 2-3 Jahre, Aufnahmealter zwischen 18 und 26 Jahren	7						Direktion der Justiz des Kantons Zürich										interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: Besuch des Gemeindegottesdienstes im Ort, kath.: Besuch des Gemeindegottesdienstes im Ort
ZH02	Zürich	Anstalt Kappel am Albis	Kappel am Albis	Gerichtliche Verwahrung für Frauen nach Art. 42 StGB, administrative Versorgungen, vormundschaftliche Massnahmen, Art. 406 ZGB	1			Verein der 13 reformierten Kirchgemeinden des Bezirks Affoltern am Albis, Verein Anstalt Kappel am Albis	2	46	2	32	14		3	Männer: Landwirtschaft, Gärtnerei, Schlosserei, Schreinerei, Hausdienst; Frauen: Küche, Wäscherei, Glätterei, Näherei		7	10					Strafvollzugsbehörden	Kantonale Vollzugsinstanzen	Vormundschaftsbehörden								interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: jeden Sonntag im Haus, kath.: nach Wunsch
ZH03	Zürich	Heilstätte Ellikon an der Thur	Ellikon an der Thur	Heilstätte für alkoholkranke Männer	4			Inhaber: Verein zur Heilung von Gewohnheitstrinkern, Ellikon a.d. Thur	2	50	3	50			1	Schreinerei, Schlosserei, Malerei, Weberei, Druckerei, Landwirtschaft, Gartenbau	Nach Vollzugsverfügung, Aufenthaltsdauer mindestens 1 Jahr, keine Besuchsmöglichkeit im ersten Vierteljahr	7	9	10				Vormundschaften	Waisenämter	Fürsorgeämter	Armenbehörden	Direktion der Justiz des Kantons Zürich						interkonfessionell	3	Prot.: Seelsorge durch Heimleitung, kath.: Seelsorge durch Heimleitung	Prot.: jeden Sonntag Teilnahme am Gemeindegottesdienst im Ort, kath.: jeden Monat einmal Teilnahme am Gemeindegottesdienst im Ort
ZH04	Zürich	Kantonale Straf- und Verwahrungsanstalt	Regendsdorf	Gefängnis und Zuchthaus für Rückfällige sowie erstmals Bestrafte, die gemein- oder fluchtgefährlich sind, Verwahrung nach Art. 42 StGB	5				1	339	6	305	34		3	Schlosserei und mechanische Werkstätten, Schreinerei, Küferei, Malerei, Buchbinderei, Buchdruckerei, Körberei, Schneiderei, Elektrikergruppe, Maurergruppe, Gärtnerei und Landwirtschaft, Grosswäscherei	Nach Vollzugsverfügung	7						Strafvollzugsbehörden der Konkordatskantone										interkonfessionell	3	Prot.: Pfarrer von Regensberg, kath.: Pfarrer von Zürich	Prot.: jeden Sonntag, kath.: jeden Sonntag
ZH05	Zürich	Landheim Brüttisellen	Brüttisellen	Nacherziehung schwererziehbarer männlicher Jugendlicher	3			Inhaber: Caspar Appenzeller-Stiftung, Brüttisellen	2	30	2	30		männliche Jugendliche	1	Interne Lehren: Landwirtschaft, Blumengärtnerei; Möglichkeit zur Absolvierung externer Lehren	Nach Verfügung, mindestens 2 Jahre	1	10	13				Jugendgerichte	Jugendsekretariate	Jugendämter	Vormundschaftsbehörden							protestantisch	1	Prot.: Ortspfarrer	Prot.: Besuch des Gemeindegottesdienstes im Ort
ZH07	Zürich	Schweizerische Heilstätte für alkoholkranke Männer Götschihof	Aeugsterthal	Heilstätte für Trinker, Verwahrung von Gewohnheitstrinkern	4			Inhaber: Stiftung der Schweizerischen Nationalspende, Bern	2	50	3	50			1			7	9	10	14			Private	Waisenämter	Vormundschaftsbehörden	Direktion der Justiz Zürich	Strafvollzugsbehörden anderer Kantone						interkonfessionell, Leitung reformiert	3	Durch die Heimleitung	Jeden Sonntag freiwilliger Besuch der Ortsgottesdienste, ausserdem Andachten im Hause
ZH08	Zürich	Arbeiterkolonie Ringwil	Ringwil-Hinwil	Bewährungsstation für Straf- und Verwahrungsgefangene der Strafanstalt Regensdorf	2	5			1	40	2	40			1	Landwirtschaft, Gärtnerei	Nach Verfügung der Direktion der Kantonalen Strafanstalt Regensdorf	7						Direktion der Strafanstalt Regensdorf										interkonfessionell	3	Prot.: Pfarrer von Regensberg, kath.: Pfarrer von Zürich	Prot.: jeden Sonntag, kath.: jeden Sonntag
ZH10	Zürich	Psychiatrische Universitätsklinik Zürich, Kantonale Heilanstalt Burghölzli	Zürich	Internierung von Unzurechnungsfähigen nach Art. 14/15 StGB. In erster Linie Aufnahme psychisch Kranker, die Aussicht auf Heilung oder Besserung bieten.	6				1	570	6			Männer und Frauen. Für Hospitalisierung nach Art. 14/15 StGB einige Plätze zur Verfügung	3	Den Kranken angepasste Arbeits- und Beschäftigungstherapie	Nach ärztlicher/behördlicher Verfügung, für Internierungen nach StGB nur, wenn mit psychiatrischer Behandlung verbunden	6	7					Strafvollzugsbehörden der Konkordatskantone	Administrativbehörden	Strafuntersuchungsbehörden für psychiatrische Begutachtung								interkonfessionell	3	Prot.: Spitalpfarrer im Hauptamt, Ortspfarrer und Theologin im Nebenamt, kath.: Ortspfarrer (Erlöserkirche Zürich)	Prot.: jeden Sonn- und Feiertag, kath.: jeden Sonn- und Feiertag
ZH11	Zürich	Schenkung Dapples	Zürich	Erziehung männlicher Jugendlicher	3			Schweizerische Anstalt für Epileptische, Zürich	2	30	2	30		männliche Jugendliche	1	Mechanische Werkstätten, Bauschreinerei, Möbelschreinerei	Nach Verfügung, Aufnahmealter: mindestens 15, höchstens 19 Jahre, Eignung und Neigung für Berufslehre als Mechaniker, Schlosser oder Möbelschreiner	4	10	13				Jugendanwaltschaften	Vormundschaftsbehörden	Jugendämter aller deutschsprachiger Kantone								protestantisch, es werden aber auch katholische Zöglinge aufgenommen	1	Prot.: Ortspfarrer	Prot.: Besuch des Gemeindegottesdienstes in der Stadt
ZH12	Zürich	Bezirksgefängnis Affoltern	Affoltern am Albis	Untersuchungshaft, Polizeiarrest, Vollzug von Haftstrafen, Vollzug von Gefängnisstrafen	5				1	11	1			Männer und Frauen	3	Brennholzrüsterei, Holzverarbeitung, Kartonnage, Metallbearbeitung, Teppichfabrikation, Papierbearbeitung, Papierverarbeitung, Abfüllarbeiten	Nach Haftbefehl, nach Verfügung der Polizeibehörde, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 5 Monate	3	7	8				Bezirksanwaltschaft	Staatsanwaltschaft	Polizeibehörde	Strafvollzugsbehörden der Konkordatskantone							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: nach Möglichkeit, kath.: nach Möglichkeit
ZH13	Zürich	Bezirksgefängnis Andelfingen	Andelfingen	Untersuchungshaft, Polizeiarrest, Vollzug von Haftstrafen, Vollzug von Gefängnisstrafen	5				1	11	1			Männer und Frauen	3	Brennholzrüsterei, Holzverarbeitung, Kartonnage, Metallbearbeitung, Teppichfabrikation, Papierbearbeitung, Papierverarbeitung, Abfüllarbeiten	Nach Haftbefehl, nach Verfügung der Polizeibehörde, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 5 Monate	3	7	8				Bezirksanwaltschaft	Staatsanwaltschaft	Polizeibehörde	Strafvollzugsbehörden der Konkordatskantone							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: nach Möglichkeit, kath.: nach Möglichkeit
ZH14	Zürich	Bezirksgefängnis Bülach	Bülach	Untersuchungshaft, Polizeiarrest, Vollzug von Haftstrafen, Vollzug von Gefängnisstrafen	5				1	16	1			Männer und Frauen	3	Brennholzrüsterei, Holzverarbeitung, Kartonnage, Metallbearbeitung, Teppichfabrikation, Papierbearbeitung, Papierverarbeitung, Abfüllarbeiten	Nach Haftbefehl, nach Verfügung der Polizeibehörde, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 5 Monate	3	7	8				Bezirksanwaltschaft	Staatsanwaltschaft	Polizeibehörde	Strafvollzugsbehörden der Konkordatskantone							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: nach Möglichkeit, kath.: nach Möglichkeit
ZH15	Zürich	Bezirksgefängnis Dielsdorf	Dielsdorf	Untersuchungshaft, Polizeiarrest, Vollzug von Haftstrafen, Vollzug von Gefängnisstrafen	5				1	15	1			Männer und Frauen	3	Brennholzrüsterei, Holzverarbeitung, Kartonnage, Metallbearbeitung, Teppichfabrikation, Papierbearbeitung, Papierverarbeitung, Abfüllarbeiten	Nach Haftbefehl, nach Verfügung der Polizeibehörde, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 5 Monate	3	7	8				Bezirksanwaltschaft	Staatsanwaltschaft	Polizeibehörde	Strafvollzugsbehörden der Konkordatskantone							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: nach Möglichkeit, kath.: nach Möglichkeit
ZH16	Zürich	Bezirksgefängnis Hinwil	Hinwil	Untersuchungshaft, Polizeiarrest, Vollzug von Haftstrafen, Vollzug von Gefängnisstrafen	5				1	25	2			Männer und Frauen	3	Brennholzrüsterei, Holzverarbeitung, Kartonnage, Metallbearbeitung, Teppichfabrikation, Papierbearbeitung, Papierverarbeitung, Abfüllarbeiten	Nach Haftbefehl, nach Verfügung der Polizeibehörde, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 5 Monate	3	7	8				Bezirksanwaltschaft	Staatsanwaltschaft	Polizeibehörde	Strafvollzugsbehörden der Konkordatskantone							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: nach Möglichkeit, kath.: nach Möglichkeit
ZH17	Zürich	Bezirksgefängnis Horgen	Horgen	Untersuchungshaft, Polizeiarrest, Vollzug von Haftstrafen, Vollzug von Gefängnisstrafen	5				1	29	2			Männer und Frauen	3	Brennholzrüsterei, Holzverarbeitung, Kartonnage, Metallbearbeitung, Teppichfabrikation, Papierbearbeitung, Papierverarbeitung, Abfüllarbeiten	Nach Haftbefehl, nach Verfügung der Polizeibehörde, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 5 Monate	3	7	8				Bezirksanwaltschaft	Staatsanwaltschaft	Polizeibehörde	Strafvollzugsbehörden der Konkordatskantone							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: nach Möglichkeit, kath.: nach Möglichkeit
ZH18	Zürich	Bezirksgefängnis Meilen	Meilen	Untersuchungshaft, Polizeiarrest, Vollzug von Haftstrafen, Vollzug von Gefängnisstrafen	5				1	38	2			Männer und Frauen	3	Brennholzrüsterei, Holzverarbeitung, Kartonnage, Metallbearbeitung, Teppichfabrikation, Papierbearbeitung, Papierverarbeitung, Abfüllarbeiten	Nach Haftbefehl, nach Verfügung der Polizeibehörde, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 5 Monate	3	7	8				Bezirksanwaltschaft	Staatsanwaltschaft	Polizeibehörde	Strafvollzugsbehörden der Konkordatskantone							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: nach Möglichkeit, kath.: nach Möglichkeit
ZH19	Zürich	Bezirksgefängnis Pfäffikon	Pfäffikon	Untersuchungshaft, Polizeiarrest, Vollzug von Haftstrafen, Vollzug von Gefängnisstrafen	5				1	23	2			Männer und Frauen	3	Brennholzrüsterei, Holzverarbeitung, Kartonnage, Metallbearbeitung, Teppichfabrikation, Papierbearbeitung, Papierverarbeitung, Abfüllarbeiten	Nach Haftbefehl, nach Verfügung der Polizeibehörde, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 5 Monate	3	7	8				Bezirksanwaltschaft	Staatsanwaltschaft	Polizeibehörde	Strafvollzugsbehörden der Konkordatskantone							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: nach Möglichkeit, kath.: nach Möglichkeit
ZH20	Zürich	Bezirksgefängnis Uster	Uster	Untersuchungshaft, Polizeiarrest, Vollzug von Haftstrafen, Vollzug von Gefängnisstrafen	5				1	26	2			Männer und Frauen	3	Brennholzrüsterei, Holzverarbeitung, Kartonnage, Metallbearbeitung, Teppichfabrikation, Papierbearbeitung, Papierverarbeitung, Abfüllarbeiten	Nach Haftbefehl, nach Verfügung der Polizeibehörde, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 5 Monate	3	7	8				Bezirksanwaltschaft	Staatsanwaltschaft	Polizeibehörde	Strafvollzugsbehörden der Konkordatskantone							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: nach Möglichkeit, kath.: nach Möglichkeit
ZH21	Zürich	Bezirksgefängnis Winterthur	Winterthur	Untersuchungshaft, Vollzug von Polizeihaftstrafen, Vollzug von Arrest- und Haftstrafen, Vollzug von Gefängnisstrafen für Vorbestrafte	5				1	54	3			Männer und Frauen	3	Vorwiegend Papierarbeiten in Gemeinschaftszellen für Untersuchungsgefangene in Einzelhaft	Nach Haftbefehl, nach Verfügung der Polizeibehörde, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 5 Monate	3	7	8	11			Bezirksanwaltschaft	Staatsanwaltschaft	Polizeibehörde	Strafvollzugsbehörden der Konkordatskantone	Statthalteramt	Strafvollzugsbehörde					interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: an Festtagen, kath.: keine Gottesdienste
ZH22	Zürich	Bezirksgefängnis Zürich	Zürich	Untersuchungshaft	5				1	130	4			Männer und Frauen	3	Falz- und Klebearbeit in Einzelhaft	Nach Haftbefehl	3						Bezirksanwaltschaft	Staatsanwaltschaft									interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienste, kath.: keine Gottesdienste
ZH23	Zürich	Landerziehungsheim Albisbrunnen	Hausen am Albis	Erziehung normalbegabter Knaben und männlicher Jugendlicher	3			Inhaber: Verein Landerziehungsheim Albisbrunn	2	95	3	95		50 Schüler (Knaben) und 45 Schulentlassene (männliche Jugendliche)	1	Heimschule: 4. bis 9. Schuljahr; 7 Erziehungsgruppen; Schüler: Freizeitwerkstätten, Spiel, Sport; Schulentlassene: Lehr- und Anlehrmöglichkeit für Schreiner, Schlosser, Mechaniker, Maler, 1 kaufmännischer Lehrplatz; Landwirtschaftliches Lehrjahr	Nach Verfügung, Aufenthaltsdauer: mindestens 2 Jahre, Aufnahmealter: zwischen 10 und 18 Jahren	4	9	10	13	14		Jugendanwaltschaften	Jugendsekretariate	Schulbehörden	Vormundschaftsbehörden	Fürsorgestellen						interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: Besuch der Gemeindegottesdienste im Ort, kath.: Besuch der Gemeindegottesdienste im Ort
ZH24	Zürich	Frauenheim Ulmendorf	Ottenbach	Arbeitserziehung für sittlich gefährdete Mädchen und Frauen	1	3		Sektion Zürich des Schweizerischen Evangelischen Verbandes Frauenhilfe	2	28	2		28	weibliche Jugendliche und Frauen	2	Wäscherei, Glätterei, Näherei, Garten, Hauswirtschaftliche Ausbildung	Nach Vollzugsverfügung, Mindestens 2 Jahre, Aufnahmealter: zwischen 18 und 30 Jahren	4						Jugendanwaltschaften	Jugendämter	Vormundschaftsbehörden	Direktion der Justiz des Kantons Zürich							protestantisch	1	Prot.: Ortspfarrer	Prot.: jeden Sonntag
ZH42	Zürich	Schweizerisches Erziehungsheim für katholische Mädchen	Richterswil	Erziehung schulentlassener Mädchen und weiblicher Jugendlicher	3			Inhaber: Stiftung der Schweizerischen Gemeinnützigen Gesellschaft; Leitung: Schwestern des St. Katharinenwerkes, Basel	2	45	2		45	schulentlassene Mädchen/weibliche Jugendliche	2	Beruflehren: Damenschneiderin, Glätterin, Haushaltungsschule mit staatlicher Abschlussprüfung	Nach Verfügung	4	6	7	9	10		Jugendanwaltschaften	Jugendstrafkammer	Administrativbehörden	Vormundschaftsbehörden							katholisch	2	Kath.: Ortspfarrer	Kath.: Besuch der Gottesdienste im Ort
ZH43	Zürich	Haushaltungsschule Lindenbaum	Pfäffikon	Hauswirtschaftliche Schule für geistig und körperliche gebrechliche Töchter. Vom Kanton benützte Anstalt für Massnahmenvollzug nach Art. 84 und 91 StGB.	3	8		Inhaber: Genossenschaft Schweizerische Haushaltungsschule Lindenbaum, Pfäffikon	2	32	2		32	Mädchen und weibliche Jugendliche	2			4	10					Jugendanwaltschaften	Vormudnschaftsbehörden									interkonfessionell	3	Reformierter und katholischer Ortspfarrer im Nebenamt	Jeden Sonntag obligatorischer Besuch der Ortsgottesdienste für beide Konfessionen
ZH44	Zürich	Stadtzürcherisches Männerheim zur Weid	Rossau-Mettmenstetten	Verwahrung, Arbeitserziehung	1	3		Stadtzürcherisches Fürsorgeamt	1	65	3	65			1	Landwirtschaft, Schreinerei	Nach Vollzugsverfügung, mindestens 1 Jahr	1	6	7	9			Gerichte	Strafvollzugsbehörden	Administrativbehörden	Fürsorgeämter	Armenämter						interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: Besuch der Gemeindegottesdienste im Ort, Besuch der Gemeindegottesdienste im Ort
ZH45	Zürich	Pestalozzihaus der Stadt Zürich Burghof	Dielsdorf	Beobachtung für männliche Jugendliche, Heim für Berufsausbildung	3				1	40	2	40		20 männliche Jugendliche für Beobachtung, 20 männliche Jugendliche für Lehrausbildung	1	Gärtnerei für Blumen und Topfpflanzen, Landwirtschaft, Autospenglerei	Nach Verfügung, für Beobachtung: mindestens 3, maximal 6 Monate, für Berufsausbildung: für die Dauer der Lehre	4	7	13				Jugendanwaltschaften	Jugendämter	Direktion der Justiz des Kantons Zürich								interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: Besuch der Gemeindegottesdienste im Ort, kath.: Besuch der Gemeindegottesdienste im Ort
ZH46	Zürich	Stadtzüricherisches Mädchenheim Heimgarten	Bülach	Nacherziehung weiblicher Jugendlicher	3				1	30	2		30	nur weibliche Jugendliche	2			4	9	10				Fürsorgeämter	Vormundschaftsbehörden	Jugendanwaltschaften								interkonfessionell	3	Reformierter und katholischer Pfarrer aus Bülach im Nebenamt	Im Hause, Besuch freiwillig, für beide Konfessionen alle 14 Tage
ZH49	Zürich	Magdalenaheim Zürich	Zürich	Erziehung und Nacherziehung von Töchtern. Vom Kanton benützte Anstalt für administrative Einweisungen.	3			Inhaber: Verein Magdalenaheim Zürich	2	26	2		26	Töchter	2	Lehren: Glätterin, Schneiderin, Haushaltlehre. Bei guter Führung Möglichkeit nach 1 Jahr einer Lehre oder Anlehre extern.	Nach Verfügung, minimal 2 Jahre	4	9	10				Jugendanwaltschaften	Vormundschaftsbehörden	Fürsorgeämter	Armenbehörden							protestantisch	1	Prot.: durch Heimleiterin (Diakonissenhaus Neumünster)	Prot.: Besuch der Gottesdienste in der Stadt
ZH50	Zürich	Städtisches Mädchenheim Riesbach	Zürich	Beobachtungsheim für weibliche Jugendliche	3				1	18	1		18	weibliche Jugendliche	2	Hauswirtschaft, Garten, Wäscherei, Glätterei, Küche	Nach Verfügung, Aufenthaltsdauer in der Regel: 5-6 Monate, Aufnahmealter: nach Beendigung der obligatorischen Schulpflicht bis zum 20. Altersjahr	1	2	4	10			Untersuchungsrichteramt	Bezirksrichteramt	Vormundschaftsbehörden	Jugendanwaltschaften	Bezirksgerichte						interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: Besuch des Gottesdienstes in der Stadt, kath.: Besuch des Gottesdienstes in der Stadt
ZH54	Zürich	Erziehungsheim Friedheim	Bubikon	Erziehung von gefährdeten Knaben und Knaben ohne geeignetes elterliches Heim	3			Friedheim-Verein, Bubikon	2	32	2	32		Knaben (im Schulpflichtalter)	1	Heimschule, Freizeitbeschäftigung, Landwirtschaft	Schulpflichtalter	4	9	10	13	14		Jugendanwaltschaft	Jugendsekretariat	Jugendamt	Schulbehörden	Vormundschaftsbehörden	Fürsorgestellen					protestantisch	1	Prot.: Ortspfarrer	Prot.: Besuch der Gottesdienste
ZH57	Zürich	Evangelisches Erziehungsheim Sonnenbühl	Brütten	Erziehung gefährdeter und schwererziehbarer Kinder	3			Heimverein des Evangelischen Erziehungsheims Sonnenbühl, Brütten	2	42	2	28	14	Knaben und Mädchen im Schulpflichtalter	3	Heimschule, Freizeitbeschäftigung, landwirtschaftliche Betätigung	Schulpflichtalter	4	9	10	13	14		Jugendanwaltschaft	Jugendsekretariat	Jugendamt	Schulbehörden	Vormundschaftsbehörden	Fürsorgestellen					protestantisch	1	Prot.: Ortspfarrer	Prot.: Besuch der Gottesdienste
ZH58	Zürich	Evangelisches Jugendheim auf dem Freienstein	Rorbas-Freienstein	Erziehung, Pflege und Ausbildung von Kindern die infolge persönlicher Veranlagung oder ungünstiger häuslicher Verhältnisse eine besondere Erziehung nötig haben	3			Verein für das Evangelische Jugendheim auf dem Freienstein, Rorbas-Freienstein	2	42	2	26	16	Knaben und Mädchen im Schulpflichtalter	3	Heimschule, Freizeitbeschäftigung, Landwirtschaft	Schulpflichtalter	4	9	10	13	14		Jugendanwaltschaft	Jugendsekretariat	Jugendamt	Schulbehörden	Vormundschaftsbehörden	Fürsorgestellen					protestantisch	1	Prot.: Ortspfarrer	Prot.: Besuch der Gottesdienste
ZH59	Zürich	Zürcherische Pestalozzistiftung	Schlieren	Erziehung milieugeschädigter Knaben	3			Aufsichtskommission der Zürcherischen Pestalozzistiftung, Schlieren	2	42	2	42		Knaben (im schulpflichtigen Alter)	1	Heimschule, Freizeitgestaltung, Landwirtschaft	Schulpflichtalter	4	9	10	13	14		Jugendanwaltschaft	Jugendsekretariat	Jugendamt	Schulbehörden	Vormundschaftsbehörden	Fürsorgestellen					protestantisch	1	Prot.: Ortspfarrer	Prot.: Besuch der Gottesdienste
ZH60	Zürich	Jugendstätte Gfellergut	Zürich	Beobachtung und Erziehung männlicher Jugendlicher	3				1	50	3	50		männliche Jugendliche	1	Werkstätten für Beobachtung und Abklärung der Ausbildungseignung und Berufsneigung	Aufnahmealter: zwischen 15 und 20 Jahren, nach 3-6 Monaten interner Beobachtung Lehren in eigenen Werkstätten und Abklärung der Ausbildung in externen Lehren	4	13					Jugendanwaltschaft	Jugendsekretariat	Jugendämter								interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: Besuch der Gottesdienste in der Stadt, kath.: Besuch der Gottesdienste in der Stadt
