ID	Kanton (Canton)	Ort (city)	Anstalt (institution)	aufgeführte, alternative Bezeichnungen (alternative notations)	"Anstaltszweck (Quelle)
(purpos of the institution according to the source)"	"Anstaltstypen: Arbeitsanstalt = 1; Arbeiterkolonie = 2; Erziehungsanstalt = 3; Trinkerheilanstalt = 4; Strafanstalt = 5; Psychiatrische Einrichtung = 6; Armenhaus = 7; Sonderanstalt = 8"	"Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8"	"Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8"	"Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8"	Offenheit Code	DummyOffen	DummyHalboffen	DummyGeschlossen	Spezifikation Typologie (Quelle) (categories according to source)	Trägerschaft (agencies, funding bodies)	Spezifikation Inhaber (Quelle) (specifications of the agencies according to source)	Platzzahl (Quelle) (capacities according to source)	Platz (capacities)	Plätze Männer (Quelle) (capacities for the male gender according to source)	Plätze Frauen (Quelle) (capacities for the female gender according to the source)	"Geschlecht (gender ratio): m (male) = 1; w (female) = 2; gemischt (both gender) = 3; unbestimmt (not specified) = 4"	Bemerkungen Plätze (Quelle)	DummyMänner	DummyFrauen	Aufenthaltsbedingungen (Quelle) (terms of detention e.g. duration of stay/juridic coverage according to source)	Einweisende Behörden: 1 = Gerichte, 2 = Untersuchungsrichter, 3 = Staatsanwaltschaft, 4 = Jugendanwaltschaft, 5 = Regierungsrat, 6 = Administrativbehörde, 7 = Justizbehörde/Strafvollzugsbehörde, 8 = Polizeibehörde/Verhöramt, 9 = Armenbehörde/Fürsorgebehörde, 10 = Vormundschaftsbehörde, 11 = Bezirksämter/Statthalteramt, 12 = Amtsvormundschaft, 13 = Jugendämter, 14 = Private/Vereine/Kirchen- und Schulbehörden	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Konfession (Quelle) (denomination according to source)	"Konfession (denomination): prot. (Protestants) = 1; kath. (Catholics) = 2; ik. (interdenominational) = 3; unbestimmt (not specified) = 4"	Seelsorge (Quelle) (pastoral care according to source)	Gottesdienste (church services according to source)
VD26	VD	Vevey	Prison de District Vevey		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		40	2			3	Männer und Frauen	1	1	"a) ohne Limite, nach Weisung;
b) maximal 1 Monat, für Ausnahmen länger"	1	2	7	8	11		Untersuchungsrichter	Bezirksamt	Polizeiorgane	Bezirksgericht	Strafvollzugsbehörde									Interkonfessionell	3	Reformierter Pfarrer aus La Tour-de-Peilz im Nebenamt	"Im Hause, Besuch freiwillig;
Reformierte: gelegentlich;
Katholiken: keine"
VD27	VD	Yverdon	Prison de District Yverdon		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 3 Monaten"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		25	2			3	Männer und Frauen	1	1	"a) ohne Limite, nach Verfügung;
b) maximal 3 Monate"	1	8	11				Polizeiorgane	Bezirksamt	Bezirksamt als Strafvollzugsbehörde	Bezirksgericht										Interkonfessionell	3	Reformierter Ortspfarrer im Nebenamt	Nur an Weihnachten
VS01	VS	Granges	Pénitencier de Crêtelongue		"Gefängnis;
Zuchthaus;
gerichtliche Verwahrung;
administrative Versorgung;
Arbeitserziehung"	5				#REF!	1	0	0	Staatliche, offene Anstalt	1		65	3	65		1		1	0	Nach Einweisungsverfügung	7	10					Strafvollzugsbehörden	Vormundschaftsbehörden												Interkonfessionell	3	"Katholischer Ortspfarrer;
Kapuzinerkloster Sion;
reformierter Ortspfarrer, alle im Nebenamt"	"Im Hause, Besuch freiwillig;
Katholiken: jeden Sonntag;
Reformierte: 1 mal im Monat"
VS03	VS	Sion	Pénitencier Cantonal Sion		"Gefängnis;
Zuchthaus"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		40	2	40		1	"Katholiken ca. 3/4; Reformierte ca. 1/4"	1	0	Nach Einweisungsverfügung	1						Gerichte													Interkonfessionell	3	Kapuzinerkloster Sion und reformierter Ortspfarrer, beide im Nebenamt	"Im Hause, Besuch freiwillig;
Katholiken: jeden Sonntag;
Reformierte: 1 mal monatlich
"
VS04	VS	Sion	Maison Blanche Sion		"Trinkerheilanstalt für Männer;
Vom Kanton benutzte Anstalt für die Internierung von Gewohnheitstrinkern"	4				#REF!	1	0	0	Private, offene Anstalt	2	"Inhaber: Association valaisanne antialcoolique, Couvent des capucins, Sion;
Leitung durch eine vom Staate anerkannte Kommission"	22	2	22		1		1	0	Mindestens 1 Jahr, sonst nach Verfügung	6	7	10				Département de Justice du Canton de Valais	Communes du Canton de Valais	Chambres des Tutelles du Canton de Valais											"Interkonfessionell;
Leitung durch Kapuziner und Ordensschwestern der Franziskaner"	3	Kapuzinerpater im Hauptamt	"Katholiken: jeden Sonntag obligatorisch im Hause, unter der Woche freiwillige Zusammenkünfte;
Reformierte: jeden Sonntag Möglichkeit zum Besuch des Ortsgottesdienstes"
VS06	VS	Brig	Prison de District Brigue		"a) Untersuchungshaft für Männer und soweit möglich auch für Frauen;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 5 Tagen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1			7			3	jeweils nur einige wenige Zellen	1	1	"a) ohne Limite, nach Verfügung;
b) maximal 5 Tage"	7	8	11				Polizeiorgane	Bezirksgefängnis	Bezirksammann als Strafvollzugsbehörde											Interkonfessionell	3	Auf Wunsch reformierter und katholischer Ortspfarrer des betreffenden Bezirks	Keine Gottesdienstmöglichkeit
VS07	VS	Martigny	Prison préventive pour Femmes		Untersuchungsgefängnis für Frauen	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1			7			4	einige wenige Zellen	1	1	Ohne Limite, nach Haftbefehl	1	2					Untersuchungsrichter	Bezirksgericht	Kantonsgericht											Interkonfessionell	3	Katholischer und reformierter Ortspfarrer im Nebenamt	Keine Gottesdienstmöglichkeit
VS09	VS	Sion	Prison préventive de Sion		Untersuchungsgefängnis	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		10	1			3	Männer und Frauen	1	1	Ohne Limite, nach Haftbefehl	2	8					Untersuchungsrichter	Polizeiorgane												Interkonfessionell	3	Kapuzinerkloster Sion und reformierter Ortspfarrer, beide im Nebenamt	Keine Gottesdienstmöglichkeit
ZG01	ZG	Zug	Strafanstalt Zug		"a) Untersuchungsgefängnis;
b) Vollzug von Haftstrafen;
c) Vollzug von Gefängnisstrafen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		40	2			3	Männer und Frauen	1	1	Nach Urteilsverfügung	7	8					Verhöramt	Strafvollzugsbehörde												Interkonfessionell	3	Kapuzinerkloster Zug und reformierter Ortspfarrer, beide im Nebenamt	"Im Hause, Besuch freiwillig;
Katholiken: jeden Sonntag;
Reformierte: keine"
ZG02	ZG	Oberwil	Nervenheilanstalt St. Franziskusheim		"Heil- und Pflegeanstalt;
Vom Kanton benutzte Anstalt für die Internierung von Unzurechenfähigen nach Art. 14/15 StGB."	6				#REF!	0	0	1	Private, geschlossene Anstalt	2	Inhaber: Kongregation der barmherzigen Brüder von Trier	200	5	200		1		1	0	"Nach Verfügung;
Internierte nach StGB werden von den andern Patienten nicht getrennt gehalten."	1	6	7	8	10		Justiz- und Polizeidirektion Uri	Justiz- und Polizeidirektion Obwalden	Justiz- und Polizeidirektion Nidwalden	Justiz- und Polizeidirektion Zug	Strafvollzugsbehörden	Vormundschaftsbehörden	Gerichte	Administrativbehörden						Interkonfessionell	3	"Katholischer Anstaltspfarrer im Hauptamt;
reformierter Ortspfarrer im Nebenamt"	"Im Hause, Besuch freiwillig;
Katholiken: täglich;
Reformierte: keine"
ZH01	ZH	Uitikon	Kantonale Arbeitserziehungsanstalt Uitikon		"Arbeitserziehungsanstalt für männliche Jugendliche;
Administrative Einweisungen"	1	3			#REF!	1	0	0	Staatliche, offene Anstalt	1		80	3	80		1	"nur männliche Jugendliche;
reformierte Insassen: ca. 60, katholische Insassen: ca. 20"	1	0	2–3 Jahre	1	6	10				Administrativbehörden	Vormundschaftsbehörden	Bezirksgerichte des Kantons Zürich	Obergerichte des Kantons Zürich	Strafvollzugsbehörden anderer Kantone									Interkonfessionell	3	"Reformierter Anstaltspfarrer aus Zollikon;
katholischer Anstaltspfarrer aus Zürich-Altstetten, beide im Nebenamt"	Jeden Sonntag für beide Konfessionen freiwilliger Besuch der Ortsgottesdienste
ZH02	ZH	Kappel am Albis	Anstalt Kappel am Albis		Verwahrung von Männern und Frauen	1				#REF!	0	1	0	Halboffene, private Anstalt	2	Inhaber: Die 13 reformierten Gemeinden des Bezirks Kappel	28	2			3	Männer und Frauen	1	1	Keine, nur nach Weisung der Direktion der Justiz	7						Direktion der Justiz Zürich													"Interkonfessionell;
Leitung reformiert"	3	"Reformierter Ortspfarrer;
katholischer Pfarrer aus Hausen, beide im Nebenamt"	"Im Hause, Besuch freiwillig;
Reformierte: jeden Sonntag;
Katholiken: keine"
ZH03	ZH	Ellikon an der Thur	Heilstätte Ellikon an der Thur		"Heilstätte für alkoholkranke Männer;
Versorgung von Gewohnheitstrinkern"	4				#REF!	1	0	0	Private, offene Anstalt	2	Inhaber: Verein zur Heilung von Gewohnheitstrinkern, Ellikon a.d. Thur	40	2	40		1		1	0	Mindestens 1 Jahr	1	7	9	10			Vormundschaften	Fürsorgeämter	Armenämter	Statthalterämter	Gerichte	Strafvollzugsbehörden								"Interkonfessionell;
Leitung reformiert"	3	Durch die Anstaltsleitung	Jeden Sonntag freiwilliger Besuch der Ortsgottesdienste
ZH04	ZH	Regendsdorf	Kantonale Straf- und Verwahrungsanstalt Regensdorf		"Gefängnis;
Zuchthaus;
Verwahrung;
getrennte Abteilung für Verwahrte"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		310	6			3	Männer und Frauen	1	1	Nach Einweisungsverfügung	7						Direktion der Justiz Zürich													Interkonfessionell	3	"Reformierter Anstaltspfarrer im Hauptamt;
katholischer Anstaltspfarrer im Nebenamt;
Heilsarmee im Nebenamt"	"Im Hause, Besuch freiwillig;
Reformierte: jeden Sonntag, ausserdem wochentags Religionsunterricht;
Katholiken: jeden Sonntag, ausserdem wochentags Religionsunterricht"
ZH05	ZH	Baltenswil	Landheim Brüttisellen		"Nacherziehung männlicher Jugendlicher;
Vom Kanton benutzte Anstalt für die Nacherziehung männlicher Jugendlicher nach StGB;
Möglichkeit, eine Berufslehre als Gemüse- oder Blumengärtner zu absolvieren"	3				#REF!	1	0	0	Private, offene Anstalt	2	Inhaber: Caspar Appenzeller-Stiftung, Zürich	40	2	40		1	nur männliche Jugendliche	1	0	"Minimal 2 1/2 Jahre, maximal 3 Jahre;
Aufnahmealter minimal 14 Jahre, maximal 18 Jahre;
Insassen nach StGB werden von den anderen Zöglingen nicht getrennt gehalten."	4						Jugendanwaltschaften der ganzen Schweiz	Jugendfürsorgestellen der ganzen Schweiz												Reformiert	1	Reformierter Ortspfarrer im Nebenamt	Obligatorischer Besuch der Ortsgottesdienste mindestens 1 mal monatlich
ZH07	ZH	Aeugsterthal	Schweizerische Heilstätte für alkoholkranke Männer Götschihof	Schweizerische Heilstätte Götschihof	"Heilstätte für Trinker;
Verwahrung von Gewohnheitstrinkern"	4				#REF!	1	0	0	Private, offene Anstalt	2	Inhaber: Stiftung der Schweizerischen Nationalspende, Bern	50	3	50		1		1	0	Mindestens 1 Jahr	7	10	14				Private	Vormundschaftsbehörden	Direktion der Justiz Zürich	Strafvollzugsbehörden anderer Kantone										"Interkonfessionell;
Leitung reformiert"	3	Durch die Heimleitung	"Jeden Sonntag freiwilliger Besuch der Ortsgottesdienste;
ausserdem  Andachten im Hause"
ZH08	ZH	Ringwil-Hinwil	Arbeiterkolonie Ringwil		"Verwahrungsanstalt;
Bewährungsstation für Zöglinge aus der Verwahrungsabteilung der Strafanstalt Regensdorf"	2	5			#REF!	1	0	0	Staatliche, offene Anstalt	1		45	2	45		1		1	0	Keine	7						Direktion der Justiz Zürich													Interkonfessionell	3	"Reformierter Anstaltspfarrer der Strafanstalt Regensdorf im Hauptamt;
katholischer Anstaltspfarrer der Strafanstalt Regensdorf im Nebenamt"	Für beide Konfessionen freiwilliger Besuch der Ortsgottesdienste
ZH11	ZH	Zürich	Schenkung Dapples		Erziehungsanstalt für männliche Jugendliche	3				#REF!	1	0	0	Private, offene Anstalt	2	Inhaber: Schenkung Dapples, Zürich	25	2	25		1		1	0	"Mindestens 3 Monate bei Beobachten;
mindestens 2 Jahre bei Berufslehre;
Aufnahmealter minimal 15 Jahre, maximal 18 Jahre;
Aufenthalt möglich bis zum 20. Altersjahr bei Beendigung einer bereits begonnenen Berufslehre"	1	10	14				Private	Jugendgericht	Vormundschaftsbehörden											Reformiert	1	Durch den Heimleiter	Jeden Sonntag freiwilliger Besuch der Ortsgottesdienste
ZH12	ZH	Affoltern am Albis	Bezirksgefängnis Affoltern		"Untersuchungsgefängnis;
Vollzug von Haft- und Gefängnisstrafen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		15	1			3	Männer und Frauen	1	1	"Untersuchungshaft nach Verfügung;
Strafvollzug nur kurzfristig"	8	11					Bezirksammann	Polizeibehörde												Interkonfessionell	3	Reformierter und katholischer Ortspfarrer im Nebenamt	Keine Gottesdienstmöglichkeit
ZH13	ZH	Andelfingen	Bezirksgefängnis Andelfingen		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 6 Monaten"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		16	1			3	Männer und Frauen	1	1	"a) ohne Limite, nach Verfügung;
b) maximal 6 Monate"	1	2	7				Untersuchungsrichter	Bezirksrichteramt	Strafvollzugsbehörde	Direktion der Justiz Zürich										Interkonfessionell	3	"Reformierter Pfarrer aus Benken;
katholischer Pfarrer aus Oberstammheim"	"Im Hause, Besuch freiwillig;
für beide Konfessionen 1 mal monatlich, wenn mindestens 6 Insassen der betroffenen Konfession"
ZH14	ZH	Bülach	Bezirksgefängnis Bülach		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 6 Monaten"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		16	1			3	Männer und Frauen	1	1	"a) ohne Limite, nach Weisung;
b) maximal 6 Monate"	2	7	11				Untersuchungsrichter	Bezirksamt als Strafvollzugsbehörde	Direktion der Justiz Zürich											Interkonfessionell	3	Reformierter und katholischer Ortspfarrer im Nebenamt	"Im Hause, Besuch freiwillig;
Reformierte: 1 mal monatlich, wenn mindestens 6 Insassen reformierter Konfession;
Katholiken: 1 mal monatlich, wenn mindestens 6 Insassen katholischer Konfession"
ZH15	ZH	Dielsdorf	Bezirksgefängnis Dielsdorf		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 6 Monaten"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		12	1			3	Männer und Frauen	1	1	"a) ohne Limite, nach Weisung;
b) maximal 6 Monate"	2	7					Untersuchungsrichter	Strafvollzugsbehörde	Direktion der Justiz Zürich											Interkonfessionell	3	Reformierter und katholischer Pfarrer aus aus Niederhasli, beide im Nebenamt	"Im Hause, Besuch freiwillig;
für beide Konfessionen 1 mal monatlich, wenn mindestens 6 Insassen der betroffenen Konfession"
ZH16	ZH	Hinwil	Bezirksgefängnis Hinwil		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 6 Monaten"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		18	1			3	Männer und Frauen	1	1	"a) ohne Limite, nach Weisung;
b) maximal 6 Monate"	2	7	11				Untersuchungsrichter	Bezirksamt	Strafvollzugsbehörde											Interkonfessionell	3	"Reformierter Pfarrer aus Rüti;
katholischer Ortspfarrer, beide im Nebenamt"	"Im Hause, Besuch freiwillig;
Reformierte: 1 mal monatlich, wenn mindestens 6 Insassen reformierter Konfession;
Katholiken: 1 mal monatlich, wenn mindestens 6 Insassen katholischer Konfession"
ZH17	ZH	Horgen	Bezirksgefängnis Horgen		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 6 Monaten"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		25	2			3	Männer und Frauen	1	1	"a) ohne Limite
b) maximal 6 Monate"	2	7	8				Untersuchungsrichter	Polizeibehörde	Strafvollzugsbehörde des Kantons Zürich											Interkonfessionell	3	"Reformierter Pfarrer aus Hirzel;
katholischer Ortspfarrer, beide im Nebenamt"	"Im Hause, Besuch freiwillig;
Reformierte: 1 mal monatlich;
Katholiken: keine"
ZH18	ZH	Meilen	Bezirksgefängnis Meilen		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 6 Monaten"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		21	2			3	Männer und Frauen	1	1	"a) ohne Limite nach Haftbefehl
b) maximal 6 Monate"	7	8	11				Polizeibehörde	Strafvollzugsbehörde	Bezirksamt	Bezirksgericht										Interkonfessionell	3	"Reformierter Pfarrer aus Herrliberg;
katholischer Ortspfarrer, beide im Nebenamt"	"Im Hause, Besuch freiwillig;
Reformierte: 1 mal monatlich, wenn mindestens 6 Insassen reformierter Konfession;
Katholiken: 1 mal monatlich, wenn mindestens 6 Insassen katholischer Konfession"
ZH19	ZH	Pfäffikon	Bezirksgefängnis Pfäffikon		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 6 Monaten"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		15	1			3	Männer und Frauen	1	1	"a) ohne Limite, nach Verfügung;
b) maximal 6 Monate"	7	8	11				Polizeibehörde	Bezirksamt	Strafvollzugsbehörde	Bezirksamt										Interkonfessionell	3	Reformierter und katholischer Ortspfarrer im Nebenamt	"Im Hause, Besuch freiwillig;
für beide Konfessionen 1 mal monatlich, wenn mindestens 6 Insassen der betroffenen Konfession"
ZH20	ZH	Uster	Bezirksgefängnis Uster		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 6 Monaten"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		40	2			3	Männer und Frauen	1	1	"a) ohne Limite, nach Verfügung;
b) maximal 6 Monate, auf Weisung der Direktion der Justiz Zürich auch länger"	1	8	11																	Interkonfessionell	3	"Reformierter Pfarrer aus Egg;
katholischer Ortspfarrer, beide im Nebenamt"	"Im Hause, Besuch freiwillig;
Reformierte: jeden Sonntag;
Katholiken: alle 2–3 Wochen"
ZH21	ZH	Winterthur	Bezirksgefängnis Winterthur		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 6 Monaten"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		30	2			3	Männer und Frauen	1	1	"a) ohne Limite, nach Haftbefehl;
b) maximal 6 Monate, mit Einverständnis der Direktion der Justiz Zürich auch länger"	1	2	8				Polizeibehörde	Bezirksrichteramt	Untersuchungsrichter	Bezirksgericht	Strafvollzugsbehörde	Bezirksamt Winterthur	Direktion der Justiz Zürich							Interkonfessionell	3	"Reformierter Pfarrer aus Hettlingen;
katholischer Ortspfarrer, beide im Nebenamt"	"Im Hause, Besuch freiwillig;
für beide Konfessionen 1 mal monatlich, wenn mindestens 6 Insassen der betroffenen Konfession"
ZH22	ZH	Zürich	Bezirksgefängnis Zürich		Untersuchungsgefängnis	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		100	4			3	Männer und Frauen	1	1	Nach Verfügung des Untersuchungsrichters	1	3	8				Staatsanwaltschaft	Polizeirichteramt												Interkonfessionell	3	Reformierter und katholischer Ortspfarrer im Nebenamt	Keine Gottesdienstmöglichkeit
ZH23	ZH	Hausen am Albis	Landerziehungsheim Albisbrunnen		"Erziehungsanstalt für Knaben und männliche Jugendliche, bzw. Minderjährige;
Beobachtungsstation;
Vom Kanton benutzte Anstalt für die Nacherziehung männlicher Jugendlicher;
Getrennte Abteilungen im Gruppensystem, sogenannte Familiengruppen"	3				#REF!	1	0	0	Private, offene Anstalt	2	Inhaber: Verein Landerziehungsheim Albisbrunnen	100	4	100		1	nur Knaben und männliche Jugendliche	1	0	"Minimal 3 Monate;
Aufnahmealter minimal 6 Jahre, maximal 20 Jahre"	10	14					Private	Schulpflegen	Pro Infirmis	Pro Juventute	Vormundschaftsbehörden	Direktion der Justiz Zürich								Interkonfessionell	3	Reformierter und katholischer Ortspfarrer im Nebenamt	Jeden Sonntag für beide Konfessionen freiwilliger Besuch der Ortsgottesdienste
ZH24	ZH	Ottenbach	Frauenheim Ulmendorf		"Arbeitserziehungsheim für willensschwache und sittlich gefährdete Mädchen und Frauen;
Vom Kanton benutzte Anstalt für vereinzelten Vollzug von Strafen und Massnahmen (Gefängnis, Versorgung und Arbeitserziehung)."	1	3			#REF!	1	0	0	Private, offene Anstalt	2		21	2		21	2	Frauen und Mädchen	0	1	"2–3 Jahre und nach Einweisungsverfügung;
Aufnahmealter minimal 18 Jahre, maximal 32 Jahre"	7	10					Justizdirektionen	Vormundschaftsbehörden												Reformiert	1	Reformierter Pfarrer aus Affoltern	"Jeden Sonntag freiwilliger Besuch der Ortsgottesdienste;
ausserdem jede 2. Woche Andachtstunde im Heim"
ZH42	ZH	Richterswil	Schweizerisches Erziehungsheim für katholische Mädchen		"Erziehungsheim für schulentlassene Mädchen und weibliche Jugendliche;
Vom Kanton benutzte Anstalt für die Nacherziehung nach Art. 91 StGB."	3				#REF!	1	0	0	Private, offene Anstalt	2	Inhaber: Stiftung der Schweizerischen Gemeinnützigen Gesellschaft		7			2		0	1	Nach Verfügung	6	10					Jugendstrafkammer Basel-Stadt	Administrativbehörden	Vormundschaftsbehörden											"Katholisch;
Leitung durch Ordensschwestern"	2	Durch Heimleiterin	
ZH43	ZH	Pfäffikon	Haushaltungsschule Lindenbaum		"Hauswirtschaftliche Schule für geistig und körperliche gebrechliche Töchter;
Vom Kanton benutzte Anstalt für Massnahmenvollzug nach Art. 84 und 91 StGB."	3	8			#REF!	1	0	0	Private, offene Anstalt	2	Inhaber: Genossenschaft Schweizerische Haushaltungsschule Lindenbaum, Pfäffikon	32	2		32	2	"Mädchen und weibliche Jugendliche;
ca. 1/5 nach StGB"	0	1	"Minimal 2 Jahre;
Aufnahmealter minimal 14 Jahre, maximal 20 Jahre;
Internierte nach StGB (ca. 1/5) von den andern Insassinnen nicht getrennt gehalten"	4						Jugendanwaltschaften													Interkonfessionell	3	Reformierter und katholischer Ortspfarrer im Nebenamt	Jeden Sonntag obligatorischer Besuch der Ortsgottesdienste für beide Konfessionen
ZH44	ZH	Rossau	Stadtzürcherisches Männerheim zur Weid		"Verwahrung;
Arbeitserziehung"	1	3			#REF!	1	0	0	Staatliche, offene Anstalt	1		60	3	60		1		1	0	Mindestens 1 Jahr	1	7	9				Gerichte	Armenämter	Strafvollzugsbehörden	Fürsorgeämter										Interkonfessionell	3	Reformierter und katholischer Ortspfarrer im Nebenamt	Jeden Sonntag für beide Konfessionen freiwilliger Besuch der Ortsgottesdienste
ZH45	ZH	Dielsdorf	Pestalozzihaus der Stadt Zürich Burghof		"Erziehungsheim für Jugendliche und Minderjährige;
Beobachtungsstation;
Durchgangsheim"	3				#REF!	1	0	0	Staatliche, offene Anstalt	1		30	2			3	für beide Geschlechter	1	1	"Minimal 6 Monate;
Aufnahmealter maximal 20 Jahre"	4	10					Vormundschaftsbehörden	Jugendanwaltschaften	Private											Interkonfessionell	3	Reformierter und katholischer Pfarrer aus Niederhasli im Nebenamt	Jeden Sonntag für beide Konfessionen freiwilliger Besuch der Ortsgottesdienste
ZH46	ZH	Bülach	Stadtzüricherisches Mädchenheim Heimgarten		Nacherziehung weiblicher Jugendlicher	3				#REF!	1	0	0	Staatliche, offene Anstalt	1		30	2		30	2	nur weibliche Jugendliche	0	1	"In der Regel 1 Jahr;
Aufnahmealter minimal 15 Jahre, maximal 20 Jahre"	4	9					Fürsorgeämter	Jugendanwaltschaften												Interkonfessionell	3	Reformierter und katholischer Pfarrer aus Bülach im Nebenamt	"Im Hause, Besuch freiwillig;
für beide Konfessionen alle 14 Tage"
ZH49	ZH	Zürich	Magdalenaheim Zürich	Magdalenenheim Zürich	"Erziehungs- und Nacherziehungsanstalt für Mädchen und weibliche Jugendliche;
Heim für strafentlassene Mädchen und Jugendliche;
Vom Kanton benutzte Anstalt für administrative Einweisungen."	3				#REF!	1	0	0	Private, offene Anstalt	2	Inhaber: Verein Magdalenaheim Zürich	26	2		26	2	nur weibliche Jugendliche und Mädchen	0	1	Minimal 1 Jahr	4	9	10				Armenbehörden	Vormundschaftsbehörden	Jugendanwaltschaften											Reformiert	1	Durch Heimleiterin (Diakonissin des Diakonissenhauses Neumünster, Zollikerberg)	"Jeden Sonntag freiwilliger Besuch der Stadtgottesdienste;
ausserdem regelmässige Andachten im Heim"
